customer_id,company_id
11980,company_9
10503,company_4
15468,company_2
11014,company_2
11177,company_6
10755,company_9
10914,company_3
15504,company_7
12842,company_9
10630,company_6
12551,company_1
10308,company_7
12901,company_5
14056,company_3
14159,company_7
11725,company_9
13088,company_1
12678,company_2
14439,company_2
13275,company_9
14172,company_2
13347,company_7
12162,company_3
15677,company_3
14835,company_9
15659,company_1
12043,company_9
13024,company_6
13611,company_7
15656,company_2
10237,company_3
11380,company_4
11447,company_3
12606,company_4
11519,company_2
13214,company_8
12909,company_8
13454,company_2
12538,company_1
15517,company_4
12138,company_3
11438,company_9
14274,company_2
14042,company_3
15137,company_6
10693,company_9
10602,company_4
14032,company_8
12275,company_4
14810,company_6
13493,company_2
11728,company_1
12105,company_5
12395,company_6
12035,company_1
10562,company_6
12662,company_3
10256,company_5
10778,company_1
13679,company_8
10953,company_3
12789,company_5
14335,company_9
14338,company_9
14993,company_9
11497,company_2
12114,company_4
12574,company_7
10823,company_6
11309,company_2
11559,company_9
14725,company_3
11187,company_4
10434,company_7
14501,company_8
13691,company_6
12121,company_9
12257,company_7
14142,company_6
12713,company_9
10158,company_9
10244,company_2
11586,company_9
11379,company_4
11134,company_3
11242,company_7
15138,company_6
12321,company_4
13991,company_6
14806,company_9
13458,company_2
11891,company_9
11399,company_2
14259,company_6
13783,company_9
11892,company_2
13026,company_5
15280,company_2
11863,company_6
11990,company_4
12268,company_9
12730,company_6
14306,company_8
13616,company_3
10449,company_9
15690,company_9
10961,company_9
10389,company_9
10411,company_2
12221,company_8
14410,company_2
10655,company_3
14524,company_5
14801,company_4
12374,company_9
14798,company_6
11685,company_7
13617,company_4
13151,company_7
15626,company_1
10444,company_4
14161,company_7
11844,company_2
14024,company_2
14906,company_2
11753,company_6
13156,company_2
11630,company_7
13596,company_3
11895,company_7
11265,company_1
14044,company_7
12876,company_2
12139,company_9
13404,company_7
10604,company_8
15119,company_2
10777,company_6
14429,company_7
14837,company_6
11920,company_9
10930,company_3
11749,company_7
15132,company_6
11378,company_8
12214,company_5
11460,company_8
15497,company_7
15665,company_2
12351,company_1
11429,company_7
14607,company_6
13224,company_7
15624,company_4
15439,company_4
14601,company_5
14387,company_4
11411,company_9
15254,company_7
13803,company_3
10251,company_7
13252,company_6
10656,company_9
10771,company_9
13326,company_9
10701,company_4
15469,company_4
14229,company_7
12951,company_7
13661,company_6
13925,company_9
12610,company_9
15438,company_4
12838,company_2
12317,company_4
13998,company_7
12405,company_9
15203,company_1
13293,company_9
10527,company_2
12155,company_4
14324,company_4
11808,company_1
15310,company_9
10437,company_1
12821,company_4
11772,company_4
10564,company_7
11469,company_4
14876,company_4
11108,company_8
11561,company_6
13941,company_3
13134,company_6
14231,company_4
13601,company_1
13197,company_8
11855,company_3
11479,company_9
14099,company_1
14031,company_4
10666,company_4
12536,company_6
14939,company_9
15419,company_6
14420,company_7
15402,company_9
11724,company_6
13373,company_7
15434,company_1
12483,company_3
13010,company_8
12086,company_1
14174,company_5
11105,company_2
14567,company_5
13164,company_7
12559,company_8
12211,company_5
14594,company_4
15272,company_9
15580,company_2
13373,company_2
11559,company_4
11245,company_6
11253,company_6
15524,company_9
14652,company_8
11226,company_2
11162,company_8
13068,company_5
12226,company_5
10602,company_3
13015,company_1
13521,company_4
13530,company_8
12838,company_4
13018,company_4
13676,company_8
12158,company_5
11483,company_9
13076,company_9
11902,company_6
11944,company_9
11809,company_2
11699,company_9
13127,company_1
14955,company_2
14130,company_4
12543,company_1
11795,company_8
14789,company_8
10379,company_7
14430,company_7
10809,company_4
10535,company_5
12235,company_4
10346,company_6
13770,company_9
11416,company_5
10990,company_8
11923,company_1
10597,company_1
10723,company_7
12584,company_1
10375,company_3
14371,company_6
14107,company_6
13275,company_4
13643,company_6
14094,company_2
15245,company_5
11616,company_3
13524,company_9
12672,company_8
13615,company_9
11471,company_7
14880,company_4
10568,company_1
14641,company_1
14921,company_4
14205,company_6
13758,company_8
11444,company_5
11888,company_9
10891,company_6
13421,company_7
10453,company_8
13587,company_1
12519,company_8
10681,company_2
14480,company_4
15515,company_5
13070,company_1
12141,company_3
10885,company_9
14667,company_4
14976,company_3
13737,company_5
15496,company_4
11200,company_9
12012,company_2
11381,company_6
13971,company_5
12082,company_4
15235,company_6
13262,company_8
14403,company_1
12709,company_3
15034,company_4
14457,company_9
13584,company_9
14895,company_1
10460,company_4
14753,company_4
10817,company_6
14099,company_9
15170,company_2
12212,company_9
14086,company_9
13108,company_4
15036,company_4
13503,company_5
15562,company_3
15693,company_6
15662,company_2
14683,company_7
12264,company_6
13191,company_1
15304,company_9
14084,company_4
11452,company_5
11693,company_3
14081,company_6
13652,company_8
15700,company_4
12335,company_6
11154,company_2
14241,company_4
14028,company_9
14514,company_6
10374,company_1
14698,company_5
12529,company_6
13802,company_9
11501,company_6
14945,company_2
12410,company_6
12089,company_5
14560,company_7
14449,company_9
10802,company_9
13730,company_2
10795,company_6
14293,company_3
14024,company_7
13506,company_6
11373,company_9
11675,company_4
13826,company_3
10633,company_9
11672,company_9
12008,company_7
10536,company_6
14187,company_4
14314,company_3
10113,company_6
11976,company_5
12226,company_9
14968,company_4
14358,company_4
13532,company_5
12252,company_7
15219,company_8
10641,company_3
14858,company_2
13814,company_6
11296,company_6
13431,company_4
14619,company_1
13318,company_5
12155,company_8
10229,company_5
13108,company_5
11192,company_7
13383,company_5
14756,company_4
15565,company_2
15170,company_5
15581,company_9
11264,company_9
11067,company_2
15321,company_7
12447,company_9
12504,company_4
11629,company_9
14180,company_9
11436,company_9
15372,company_4
10120,company_4
15256,company_2
14413,company_2
13784,company_4
10478,company_8
14417,company_4
10866,company_1
13363,company_3
10119,company_4
11513,company_1
15088,company_4
11274,company_3
11808,company_2
13354,company_9
13246,company_4
15550,company_7
10440,company_5
11693,company_9
12693,company_1
15704,company_3
15008,company_2
13749,company_9
11831,company_2
10384,company_1
10849,company_3
11233,company_6
11356,company_7
10763,company_4
13983,company_6
10391,company_2
11751,company_7
13381,company_1
10488,company_9
10726,company_1
13515,company_2
12194,company_9
14188,company_3
11796,company_6
12848,company_9
11934,company_6
11719,company_9
10717,company_2
10929,company_4
14712,company_3
11363,company_2
10297,company_9
12331,company_9
11695,company_2
12822,company_1
13643,company_5
14946,company_8
10648,company_5
12312,company_2
10594,company_3
15234,company_5
15496,company_1
10983,company_6
13079,company_5
10494,company_8
12984,company_7
14523,company_8
13648,company_5
10560,company_9
10821,company_5
14963,company_1
11325,company_2
12373,company_9
13618,company_4
13251,company_9
10872,company_5
13585,company_6
13188,company_5
15214,company_9
13042,company_4
10119,company_3
13484,company_6
10497,company_2
14340,company_9
11375,company_6
14636,company_2
11278,company_7
13212,company_5
11205,company_2
14933,company_9
11772,company_8
11323,company_6
15099,company_6
12730,company_9
14015,company_2
15677,company_8
13918,company_8
13618,company_9
11867,company_4
14826,company_6
13086,company_8
11350,company_7
13075,company_5
11631,company_1
14796,company_2
15500,company_6
11161,company_9
12116,company_3
11973,company_3
14079,company_9
15509,company_3
13980,company_7
10152,company_5
13318,company_1
10839,company_6
15491,company_1
11107,company_1
13043,company_2
12157,company_9
14348,company_5
11557,company_6
14610,company_6
11061,company_2
13900,company_8
14537,company_4
13713,company_4
11568,company_6
12023,company_9
12834,company_5
11681,company_6
14638,company_5
13319,company_6
12005,company_6
14770,company_9
13893,company_2
10925,company_4
15382,company_1
14259,company_8
11256,company_2
13264,company_7
10694,company_9
11361,company_4
13594,company_9
11398,company_9
13644,company_9
11545,company_3
12605,company_7
13939,company_8
10451,company_9
13130,company_7
14078,company_6
13344,company_2
14367,company_4
12396,company_9
11655,company_9
10560,company_1
10440,company_2
15573,company_2
10427,company_7
15201,company_4
13410,company_2
12248,company_7
14547,company_4
13011,company_7
15104,company_6
10185,company_6
14756,company_6
11059,company_8
15102,company_1
15652,company_8
11503,company_8
14046,company_7
15031,company_2
15369,company_5
11422,company_9
12953,company_2
12177,company_8
13642,company_9
13540,company_1
11211,company_6
14794,company_4
15196,company_8
14202,company_9
14573,company_2
11195,company_7
10841,company_7
14703,company_9
13642,company_8
14307,company_6
14350,company_9
12207,company_2
12736,company_1
12688,company_1
12981,company_7
10153,company_6
10520,company_9
14001,company_2
12046,company_5
14285,company_4
11116,company_6
14720,company_7
11025,company_5
12194,company_7
10764,company_9
11552,company_4
13398,company_4
12974,company_6
11523,company_7
12433,company_6
10947,company_1
14378,company_8
14823,company_7
12488,company_8
14795,company_9
12799,company_9
12590,company_5
13041,company_5
13125,company_7
14038,company_2
13342,company_2
13823,company_1
12665,company_4
11758,company_3
11387,company_1
11415,company_5
15679,company_5
14483,company_2
12416,company_7
11650,company_3
10181,company_9
12741,company_6
10257,company_6
11039,company_4
12620,company_9
12164,company_2
13683,company_9
10576,company_5
12583,company_4
15530,company_2
12052,company_4
11014,company_8
11008,company_9
11427,company_5
12134,company_7
15621,company_1
12545,company_2
12003,company_4
11080,company_9
12500,company_2
14329,company_9
11788,company_9
13577,company_9
12909,company_9
15242,company_5
12492,company_4
15134,company_3
14198,company_7
13635,company_2
14388,company_4
12175,company_2
11404,company_6
15380,company_2
14015,company_5
10151,company_6
15097,company_7
10611,company_5
14860,company_4
14375,company_8
14873,company_9
10129,company_4
14663,company_6
13488,company_8
14169,company_5
12455,company_4
11394,company_9
13916,company_7
10136,company_3
11596,company_1
13183,company_9
12443,company_2
12243,company_2
15295,company_4
13784,company_7
12474,company_9
15029,company_4
10340,company_6
13412,company_9
13408,company_6
13928,company_7
11003,company_4
13441,company_6
12473,company_5
11121,company_4
10131,company_8
13818,company_3
13739,company_4
13023,company_3
13980,company_5
15160,company_9
12400,company_5
11175,company_3
14847,company_4
14955,company_6
14510,company_2
10398,company_8
10986,company_8
10413,company_1
10443,company_9
15208,company_1
10292,company_9
14256,company_9
14437,company_7
12789,company_3
13921,company_6
13546,company_9
12443,company_1
12116,company_7
11700,company_9
12101,company_5
13047,company_2
15603,company_3
14389,company_7
12896,company_5
12389,company_1
13935,company_6
11093,company_9
13114,company_7
12924,company_7
12333,company_8
14959,company_8
15462,company_5
15009,company_8
14866,company_4
10830,company_5
11354,company_3
15290,company_3
14501,company_1
12664,company_7
13687,company_9
10189,company_6
13926,company_4
11154,company_5
12916,company_4
15598,company_1
14475,company_2
12602,company_9
15173,company_8
10767,company_8
14444,company_9
15622,company_6
12283,company_7
11587,company_2
11336,company_9
11950,company_3
13767,company_9
12364,company_7
10739,company_8
13340,company_6
